ensembl_gene_id,hgnc_symbol,description
ENSG00000228221,LINC00578,long intergenic non-protein coding RNA 578 [Source:HGNC Symbol;Acc:HGNC:43807]
ENSG00000228522,,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L) pseudogene
ENSG00000228528,,novel transcript
ENSG00000228547,OR7E26P,olfactory receptor family 7 subfamily E member 26 pseudogene [Source:HGNC Symbol;Acc:HGNC:8398]
ENSG00000228566,,novel transcript
ENSG00000228714,,"novel transcript, antisense to DEC1"
ENSG00000228718,LINC02521,long intergenic non-protein coding RNA 2521 [Source:HGNC Symbol;Acc:HGNC:53560]
ENSG00000228874,,ribosomal protein S24 (RPS24) pseudogene
ENSG00000228952,LINC02041,long intergenic non-protein coding RNA 2041 [Source:HGNC Symbol;Acc:HGNC:52881]
ENSG00000229019,,novel transcript
ENSG00000229028,KRT223P,"keratin 223, pseudogene [Source:HGNC Symbol;Acc:HGNC:32968]"
ENSG00000229032,,40s ribosomal protein S26 (RPS26) pseudogene
ENSG00000229156,,novel pseudogene
ENSG00000229205,LINC00200,long intergenic non-protein coding RNA 200 [Source:HGNC Symbol;Acc:HGNC:30974]
ENSG00000229255,,novel transcript
ENSG00000229258,LPGAT1-AS1,LPGAT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41221]
ENSG00000229276,REV3L-IT1,REV3L intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41377]
ENSG00000229352,,novel transcript
ENSG00000229393,,novel transcript
ENSG00000229401,MIR5689HG,MIR5689 host gene [Source:HGNC Symbol;Acc:HGNC:52007]
ENSG00000229415,SFTA3,surfactant associated 3 [Source:HGNC Symbol;Acc:HGNC:18387]
ENSG00000229544,NKX1-2,NK1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:31652]
ENSG00000229585,RPL21P44,ribosomal protein L21 pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:33820]
ENSG00000229588,,novel transcript
ENSG00000229672,,novel transcript
ENSG00000229703,LYPD9P,"LY6/PLAUR domain containing 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:53735]"
ENSG00000229970,,"novel transcript, antisense to ICA1"
ENSG00000230033,,novel transcript
ENSG00000230090,,novel transcript
ENSG00000230105,,novel transcript
ENSG00000230164,MAS1LP1,MAS1L pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33448]
ENSG00000230201,ATP6V0CP1,ATPase H+ transporting V0 subunit c pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31323]
ENSG00000230251,PHBP4,prohibitin pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:8916]
ENSG00000230257,NFE4,"nuclear factor, erythroid 4 [Source:HGNC Symbol;Acc:HGNC:29902]"
ENSG00000230387,,novel transcript
ENSG00000230425,RSU1P1,Ras suppressor protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31114]
ENSG00000230432,,novel transcript
ENSG00000230501,ANKRD30BP3,ankyrin repeat domain 30B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:27873]
ENSG00000230524,COL6A4P1,collagen type VI alpha 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33484]
ENSG00000230570,,1-aminocyclopropane-1-carboxylate synthase pseudogene
ENSG00000230597,,novel transcript
ENSG00000230709,,novel transcript
ENSG00000230790,,novel transcript
ENSG00000230910,,novel transcript
ENSG00000230916,MTCO1P53,MT-CO1 pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:52118]
ENSG00000230988,RPL23AP11,ribosomal protein L23a pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:19808]
ENSG00000231106,LINC01436,long intergenic non-protein coding RNA 1436 [Source:HGNC Symbol;Acc:HGNC:50754]
ENSG00000231107,LINC01508,long intergenic non-protein coding RNA 1508 [Source:HGNC Symbol;Acc:HGNC:51190]
ENSG00000231131,LNCAROD,lncRNA activating regulator of DKK1 [Source:HGNC Symbol;Acc:HGNC:50913]
ENSG00000231156,,novel transcript
ENSG00000231189,,novel transcript
ENSG00000231213,PLSCR5,phospholipid scramblase family member 5 [Source:HGNC Symbol;Acc:HGNC:19952]
ENSG00000231270,COBLP1,COBL pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55060]
ENSG00000231381,RNF2P1,ring finger protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33987]
ENSG00000231453,LINC01305,long intergenic non-protein coding RNA 1305 [Source:HGNC Symbol;Acc:HGNC:27690]
ENSG00000231476,,novel transcript
ENSG00000231490,RPL7L1P2,ribosomal protein L7 like 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39484]
ENSG00000231533,,novel transcript
ENSG00000231550,PTCHD3P2,patched domain containing 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44946]
ENSG00000231574,LINC02015,long intergenic non-protein coding RNA 2015 [Source:HGNC Symbol;Acc:HGNC:52850]
ENSG00000231604,,novel transcript
ENSG00000231725,VN1R110P,vomeronasal 1 receptor 110 pseudogene [Source:HGNC Symbol;Acc:HGNC:37438]
ENSG00000231764,DLX6-AS1,DLX6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37151]
ENSG00000231817,LINC01198,long intergenic non-protein coding RNA 1198 [Source:HGNC Symbol;Acc:HGNC:49598]
ENSG00000231868,,"novel transcript, antisense to ESPN"
ENSG00000231882,F10-AS1,F10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40225]
ENSG00000231927,,novel transcript
ENSG00000231943,PGM5P4-AS1,PGM5P4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51195]
ENSG00000231980,,novel transcript
ENSG00000232044,SILC1,sciatic injury induced lincRNA upregulator of SOX11 [Source:HGNC Symbol;Acc:HGNC:26403]
ENSG00000232190,LINC02181,long intergenic non-protein coding RNA 2181 [Source:HGNC Symbol;Acc:HGNC:53043]
ENSG00000232197,,novel transcript
ENSG00000232325,,novel transcript
ENSG00000232486,DEPDC1P2,DEP domain containing 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33975]
ENSG00000232560,LINC01549,long intergenic non-protein coding RNA 1549 [Source:HGNC Symbol;Acc:HGNC:1277]
ENSG00000232598,,novel transcript
ENSG00000232717,TRIM51JP,"tripartite motif-containing 51J, pseudogene [Source:HGNC Symbol;Acc:HGNC:43978]"
ENSG00000232747,IGKV1D-35,immunoglobulin kappa variable 1D-35 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5754]
ENSG00000233018,,pseudogene similar to part of ribosomal protein L32 (RPL32)
ENSG00000233041,PHGR1,"proline, histidine and glycine rich 1 [Source:HGNC Symbol;Acc:HGNC:37226]"
ENSG00000233052,,novel transcript
ENSG00000233061,TTLL7-IT1,TTLL7 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41486]
ENSG00000233064,,novel transcript
ENSG00000233125,ACTBP12,ACTB pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:150]
ENSG00000233133,,pseudogene similar to part of aminopeptidase puromycin sensitive NPEPPS
ENSG00000233321,LINC02669,long intergenic non-protein coding RNA 2669 [Source:HGNC Symbol;Acc:HGNC:54155]
ENSG00000233365,,novel transcript
ENSG00000233586,,novel pseudogene (FLJ39739)
ENSG00000233677,DDX39BP1,DEAD-box helicase 39B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33450]
ENSG00000233733,H2AZP6,H2A.Z histone pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38019]
ENSG00000233894,,novel transcript
ENSG00000233936,,novel transcript
ENSG00000233975,LINC02574,long intergenic non-protein coding RNA 2574 [Source:HGNC Symbol;Acc:HGNC:53746]
ENSG00000233996,KDM3AP1,KDM3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54795]
ENSG00000234030,TMEM97P1,transmembrane protein 97 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39640]
ENSG00000234264,DEPDC1-AS1,DEPDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50592]
ENSG00000234352,,"novel transcript, antisense to CHRM2"
ENSG00000234418,,novel transcript
ENSG00000234566,RPL7AP71,ribosomal protein L7a pseudogene 71 [Source:HGNC Symbol;Acc:HGNC:35754]
ENSG00000234597,,novel transcript
ENSG00000234703,,novel transcript
ENSG00000234753,FOXP4-AS1,FOXP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50332]
ENSG00000234770,GULOP,"gulonolactone (L-) oxidase, pseudogene [Source:HGNC Symbol;Acc:HGNC:4695]"
ENSG00000234800,PCMTD1P3,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38806]
ENSG00000234899,SOX9-AS1,SOX9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49321]
ENSG00000234979,,novel transcript
ENSG00000235123,DSCAM-AS1,DSCAM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40197]
ENSG00000235205,TATDN2P3,TatD DNase domain containing 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39256]
ENSG00000235251,,pseudogene similar to part of SUMO-1 activating enzyme subunit 2 (UBA2)
ENSG00000235277,,novel transcript
ENSG00000235295,LINC01634,long intergenic non-protein coding RNA 1634 [Source:HGNC Symbol;Acc:HGNC:52421]
ENSG00000235338,DUSP5P2,dual specificity phosphatase 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44482]
ENSG00000235491,LINC01889,long intergenic non-protein coding RNA 1889 [Source:HGNC Symbol;Acc:HGNC:52708]
ENSG00000235526,,novel transcript
ENSG00000235563,,novel transcript
ENSG00000235623,OR7E110P,olfactory receptor family 7 subfamily E member 110 pseudogene [Source:HGNC Symbol;Acc:HGNC:15126]
ENSG00000235711,ANKRD34C,ankyrin repeat domain 34C [Source:HGNC Symbol;Acc:HGNC:33888]
ENSG00000235876,FEM1AP4,fem-1 homolog A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39832]
ENSG00000235967,COX5BP3,cytochrome c oxidase subunit 5B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:2272]
ENSG00000236007,MTCO1P46,MT-CO1 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:52111]
ENSG00000236040,CHIAP1,"chitinase, acidic pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44462]"
ENSG00000236056,GAPDHP14,glyceraldehyde-3-phosphate dehydrogenase pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:4160]
ENSG00000236069,,novel transcript
ENSG00000236117,LINC01639,long intergenic non-protein coding RNA 1639 [Source:HGNC Symbol;Acc:HGNC:52426]
ENSG00000236197,PPP1R9A-AS1,PPP1R9A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40696]
ENSG00000236226,,novel transcript
ENSG00000236242,MYO16-AS1,MYO16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39913]
ENSG00000236295,,novel transcript
ENSG00000236311,TLX1NB,TLX1 neighbor [Source:HGNC Symbol;Acc:HGNC:37183]
ENSG00000236318,LINC02888,long intergenic non-protein coding RNA 2888 [Source:HGNC Symbol;Acc:HGNC:53765]
ENSG00000236333,TRHDE-AS1,TRHDE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27471]
ENSG00000236347,,novel transcript
ENSG00000236366,,novel transcript
ENSG00000236385,,novel transcript
ENSG00000236390,,novel transcript
ENSG00000236502,SIX3-AS1,SIX3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40532]
ENSG00000236671,PRKG1-AS1,PRKG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45029]
ENSG00000236713,,pseudogene similar to part of short coiled-coil protein (SCOC)
ENSG00000236740,,novel transcript
ENSG00000236838,,"novel transcript, antisense to SMG6"
ENSG00000236849,LINC01474,long intergenic non-protein coding RNA 1474 [Source:HGNC Symbol;Acc:HGNC:51111]
ENSG00000236969,GGT8P,gamma-glutamyltransferase 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:33438]
ENSG00000237065,NANOGP4,Nanog homeobox pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:23102]
ENSG00000237136,C4orf51,chromosome 4 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:37264]
ENSG00000237167,,novel transcript
ENSG00000237224,,novel transcript
ENSG00000237243,CREB3L2-AS1,CREB3L2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41030]
ENSG00000237331,XIAP-AS1,XIAP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40078]
ENSG00000237373,BRWD1-IT1,BRWD1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41920]
ENSG00000237451,CDK2AP2P2,cyclin dependent kinase 2 associated protein 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38493]
ENSG00000237494,,novel transcript
ENSG00000237617,,"dynein, axonemal, heavy chain 11 (DNAH11) pseudogene"
ENSG00000237650,OR11Q1P,olfactory receptor family 11 subfamily Q member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:31239]
ENSG00000237670,LINC01866,long intergenic non-protein coding RNA 1866 [Source:HGNC Symbol;Acc:HGNC:52685]
ENSG00000237685,,"novel transcript, antisense to GCNT2"
ENSG00000237751,LINC01143,long intergenic non-protein coding RNA 1143 [Source:HGNC Symbol;Acc:HGNC:49458]
ENSG00000237838,,novel transcript
ENSG00000237863,,"novel transcript, antisense to IRS4"
ENSG00000237923,LINC02570,long intergenic non-protein coding RNA 2570 [Source:HGNC Symbol;Acc:HGNC:39766]
ENSG00000237931,CLIC4P3,chloride intracellular channel 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49799]
ENSG00000237973,MTCO1P12,MT-CO1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52014]
ENSG00000237978,KCNMB2-AS1,KCNMB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51409]
ENSG00000237988,OR2I1P,olfactory receptor family 2 subfamily I member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8258]
ENSG00000238039,,novel transcript
ENSG00000238125,SLC9A3P2,solute carrier family 9 member 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19325]
ENSG00000238224,,novel transcript
ENSG00000238266,LINC00707,long intergenic non-protein coding RNA 707 [Source:HGNC Symbol;Acc:HGNC:44691]
ENSG00000238269,PAGE2B,PAGE family member 2B [Source:HGNC Symbol;Acc:HGNC:31805]
ENSG00000238283,TBC1D3P1,TBC1 domain family member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:27445]
ENSG00000238420,RNU6-437P,"RNA, U6 small nuclear 437, pseudogene [Source:HGNC Symbol;Acc:HGNC:47400]"
ENSG00000238554,RNU1-88P,"RNA, U1 small nuclear 88, pseudogene [Source:HGNC Symbol;Acc:HGNC:48430]"
ENSG00000239002,SCARNA10,small Cajal body-specific RNA 10 [Source:HGNC Symbol;Acc:HGNC:32567]
ENSG00000239112,SNORD123,"small nucleolar RNA, C/D box 123 [Source:HGNC Symbol;Acc:HGNC:33562]"
ENSG00000239311,,novel transcript
ENSG00000239508,PLCH1-AS1,PLCH1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41231]
ENSG00000239572,,novel transcript
ENSG00000239793,,ribosomal protein S21 (RPS21) pseudogene
ENSG00000240233,RN7SL587P,"RNA, 7SL, cytoplasmic 587, pseudogene [Source:HGNC Symbol;Acc:HGNC:46603]"
ENSG00000240280,TCAM1P,"testicular cell adhesion molecule 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:30707]"
ENSG00000240405,SAMMSON,survival associated mitochondrial melanoma specific oncogenic non-coding RNA [Source:HGNC Symbol;Acc:HGNC:49644]
ENSG00000240436,RPL35AP14,ribosomal protein L35a pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36783]
ENSG00000240521,,novel transcript
ENSG00000240661,,novel V-set domain-containing pseudogene
ENSG00000240770,C21orf91-OT1,C21orf91 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:16729]
ENSG00000241354,,ribosomal protein S15a (RPS15A) pseudogene
ENSG00000241439,,pseudogene similar to part of fibrosin-like 1 (FBRSL1)
ENSG00000241462,,ribosomal protein S12 (RPS12) pseudogene
ENSG00000241644,INMT,indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069]
ENSG00000241697,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]
ENSG00000242207,HOXB-AS4,HOXB cluster antisense RNA 4 [Source:HGNC Symbol;Acc:HGNC:40285]
ENSG00000242252,BGLAP,bone gamma-carboxyglutamate protein [Source:HGNC Symbol;Acc:HGNC:1043]
ENSG00000242267,SKINT1L,Skint1 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33993]
ENSG00000242268,LINC02082,long intergenic non-protein coding RNA 2082 [Source:HGNC Symbol;Acc:HGNC:52931]
ENSG00000242407,,novel transcript
ENSG00000242488,,ribosomal protein S2 (RPS2) pseudogene
ENSG00000242512,LINC01206,long intergenic non-protein coding RNA 1206 [Source:HGNC Symbol;Acc:HGNC:49637]
ENSG00000242540,,novel transcript
ENSG00000242575,TUBAP13,tubulin alpha pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:54880]
ENSG00000242753,,novel transcript
ENSG00000242770,CD200R1L-AS1,CD200R1L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54071]
ENSG00000242795,,novel transcript
ENSG00000243137,PSG4,pregnancy specific beta-1-glycoprotein 4 [Source:HGNC Symbol;Acc:HGNC:9521]
ENSG00000243384,,novel transcript
ENSG00000243468,INGX,"inhibitor of growth family, X-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:6064]"
ENSG00000243810,CFAP61-AS1,CFAP61 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40731]
ENSG00000243953,,novel transcript
ENSG00000243955,GSTA1,glutathione S-transferase alpha 1 [Source:HGNC Symbol;Acc:HGNC:4626]
ENSG00000244067,GSTA2,glutathione S-transferase alpha 2 [Source:HGNC Symbol;Acc:HGNC:4627]
ENSG00000244122,UGT1A7,UDP glucuronosyltransferase family 1 member A7 [Source:HGNC Symbol;Acc:HGNC:12539]
ENSG00000244676,,"novel transcript, antisense to C21orf91"
ENSG00000244730,,PHD finger protein 5A (PHF5A) pseudogene
ENSG00000244738,,novel transcript
ENSG00000246022,ALDH1L1-AS2,ALDH1L1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:42446]
ENSG00000246095,LINC01096,long intergenic non-protein coding RNA 1096 [Source:HGNC Symbol;Acc:HGNC:27739]
ENSG00000246228,CASC8,cancer susceptibility 8 [Source:HGNC Symbol;Acc:HGNC:45129]
ENSG00000246820,RIC3-DT,RIC3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54191]
ENSG00000246985,SOCS2-AS1,SOCS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27054]
ENSG00000248211,TRPC7-AS1,TRPC7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40936]
ENSG00000248238,LINC02438,long intergenic non-protein coding RNA 2438 [Source:HGNC Symbol;Acc:HGNC:53370]
ENSG00000248359,,novel transcript
ENSG00000248409,,coiled-coil domain containing 188 (CCDC188) pseudogene
ENSG00000248431,,novel transcript
ENSG00000248475,,novel transcript
ENSG00000248498,ASNSP1,asparagine synthetase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:754]
ENSG00000248515,,novel transcript
ENSG00000248538,,novel transcript
ENSG00000248560,,transmembrane and tetratricopeptide repeat containing 4 (TMTC4) pseudogne
ENSG00000248590,GLDCP1,glycine decarboxylase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4314]
ENSG00000248599,,uncharacterized LOC441374 [Source:NCBI gene (formerly Entrezgene);Acc:441374]
ENSG00000248738,,novel transcript
ENSG00000248779,,novel transcript
ENSG00000248810,LINC02432,long intergenic non-protein coding RNA 2432 [Source:HGNC Symbol;Acc:HGNC:53363]
ENSG00000248846,LINC02065,long intergenic non-protein coding RNA 2065 [Source:HGNC Symbol;Acc:HGNC:52910]
ENSG00000249007,,novel transcript
ENSG00000249086,,"novel transcript, sense overlapping LSP1"
ENSG00000249138,,"proteoglycan 3, pro eosinophil major basic protein 2 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:643036]"
ENSG00000249304,,novel transcript
ENSG00000249306,LINC01411,long intergenic non-protein coding RNA 1411 [Source:HGNC Symbol;Acc:HGNC:50703]
ENSG00000249395,CASC9,cancer susceptibility 9 [Source:HGNC Symbol;Acc:HGNC:48906]
ENSG00000249413,,novel transcript
ENSG00000249425,LINC02477,long intergenic non-protein coding RNA 2477 [Source:HGNC Symbol;Acc:HGNC:53425]
ENSG00000249426,,novel transcript
ENSG00000249463,,novel transcript
ENSG00000249505,,jumonji domain containing 4 (JMJD4) pseudogene
ENSG00000249601,LINC01187,long intergenic non-protein coding RNA 1187 [Source:HGNC Symbol;Acc:HGNC:49575]
ENSG00000249609,,novel transcript
ENSG00000249669,CARMN,cardiac mesoderm enhancer-associated non-coding RNA [Source:HGNC Symbol;Acc:HGNC:42872]
ENSG00000249693,THEGL,theg spermatid protein like [Source:HGNC Symbol;Acc:HGNC:43771]
ENSG00000249721,,ribosomal protein L23a (RPL23A) pseudogene
ENSG00000249797,LINC02147,long intergenic non-protein coding RNA 2147 [Source:HGNC Symbol;Acc:HGNC:53007]
ENSG00000249816,LINC00964,long intergenic non-protein coding RNA 964 [Source:HGNC Symbol;Acc:HGNC:27226]
ENSG00000249916,,novel transcript
ENSG00000249937,LINC02223,long intergenic non-protein coding RNA 2223 [Source:HGNC Symbol;Acc:HGNC:53092]
ENSG00000249956,UGT2B24P,"UDP glucuronosyltransferase family 2 member B24, pseudogene [Source:HGNC Symbol;Acc:HGNC:12548]"
ENSG00000249984,,novel transcript
ENSG00000249992,TMEM158,transmembrane protein 158 [Source:HGNC Symbol;Acc:HGNC:30293]
ENSG00000250166,,novel transcript
ENSG00000250195,,novel transcript
ENSG00000250241,,novel transcript
ENSG00000250267,,novel transcript
ENSG00000250313,LINC02229,long intergenic non-protein coding RNA 2229 [Source:HGNC Symbol;Acc:HGNC:53098]
ENSG00000250328,,uncharacterized LOC153163 [Source:NCBI gene (formerly Entrezgene);Acc:153163]
ENSG00000250418,,novel transcript
ENSG00000250476,ENPP7P9,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:48692]
ENSG00000250501,,novel transcript
ENSG00000250510,GPR162,G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693]
ENSG00000250535,STK19B,serine/threonine kinase 19B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:21668]
ENSG00000250546,,novel transcript
ENSG00000250563,KNOP1P5,lysine rich nucleolar protein 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:48923]
ENSG00000250567,,novel transcript
ENSG00000250577,,novel transcript
ENSG00000250590,LINC02492,long intergenic non-protein coding RNA 2492 [Source:HGNC Symbol;Acc:HGNC:53476]
ENSG00000250612,,UDP glucuronosyltransferase 2 family pseudogene
ENSG00000250620,LINC02515,long intergenic non-protein coding RNA 2515 [Source:HGNC Symbol;Acc:HGNC:53504]
ENSG00000250696,,"novel transcript, antisense to UGT2B11"
ENSG00000250942,ENPP7P11,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:48694]
ENSG00000250974,LINC02196,long intergenic non-protein coding RNA 2196 [Source:HGNC Symbol;Acc:HGNC:53062]
ENSG00000251026,LINC02163,long intergenic non-protein coding RNA 2163 [Source:HGNC Symbol;Acc:HGNC:53024]
ENSG00000251128,WWC2-AS1,WWC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41041]
ENSG00000251144,,novel transcript
ENSG00000251165,F11-AS1,F11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27725]
ENSG00000251273,LINC02228,long intergenic non-protein coding RNA 2228 [Source:HGNC Symbol;Acc:HGNC:53097]
ENSG00000251320,,novel transcript
ENSG00000251517,,novel transcript
ENSG00000251550,,COX assembly mitochondrial protein homolog (S. cerevisiae) (CMC1) pseudogene
ENSG00000251629,LINC02241,long intergenic non-protein coding RNA 2241 [Source:HGNC Symbol;Acc:HGNC:53126]
ENSG00000251791,SCARNA6,small Cajal body-specific RNA 6 [Source:HGNC Symbol;Acc:HGNC:32562]
ENSG00000251835,RNU6ATAC32P,"RNA, U6atac small nuclear 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:46931]"
ENSG00000251868,RNU7-71P,"RNA, U7 small nuclear 71 pseudogene [Source:HGNC Symbol;Acc:HGNC:34167]"
ENSG00000252010,SCARNA5,small Cajal body-specific RNA 5 [Source:HGNC Symbol;Acc:HGNC:32561]
ENSG00000252213,SNORA74D,"small nucleolar RNA, H/ACA box 74D [Source:HGNC Symbol;Acc:HGNC:52219]"
ENSG00000252539,RNA5SP462,"RNA, 5S ribosomal pseudogene 462 [Source:HGNC Symbol;Acc:HGNC:43362]"
ENSG00000252984,RNU6-844P,"RNA, U6 small nuclear 844, pseudogene [Source:HGNC Symbol;Acc:HGNC:47807]"
ENSG00000253112,,novel transcript
ENSG00000253130,,novel transcript
ENSG00000253164,,novel transcript
ENSG00000253196,,novel transcript
ENSG00000253217,,novel transcript
ENSG00000253266,,novel transcript
ENSG00000253301,LINC01606,long intergenic non-protein coding RNA 1606 [Source:HGNC Symbol;Acc:HGNC:51656]
ENSG00000253308,,novel transcript
ENSG00000253348,,novel transcript
ENSG00000253355,,novel transcript
ENSG00000253395,,novel transcript
ENSG00000253417,LINC02159,long intergenic non-protein coding RNA 2159 [Source:HGNC Symbol;Acc:HGNC:27749]
ENSG00000253434,LINC02237,long intergenic non-protein coding RNA 2237 [Source:HGNC Symbol;Acc:HGNC:53108]
ENSG00000253477,,novel transcript
ENSG00000253479,LINC01603,long intergenic non-protein coding RNA 1603 [Source:HGNC Symbol;Acc:HGNC:51652]
ENSG00000253525,CPP,ceruloplasmin pseudogene [Source:HGNC Symbol;Acc:HGNC:2322]
ENSG00000253591,KCNIP1-AS1,KCNIP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40710]
ENSG00000253596,,novel transcript
ENSG00000253632,,novel transcript
ENSG00000253644,LINC02845,long intergenic non-protein coding RNA 2845 [Source:HGNC Symbol;Acc:HGNC:54380]
ENSG00000253664,,novel transcript
ENSG00000253737,,novel transcript
ENSG00000253821,,novel transcript
ENSG00000253824,,novel transcript
ENSG00000253868,FER1L6-AS2,FER1L6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:26534]
ENSG00000253937,NATP,N-acetyltransferase pseudogene [Source:HGNC Symbol;Acc:HGNC:15]
ENSG00000254089,,novel transcript
ENSG00000254157,IGKV2-18,immunoglobulin kappa variable 2-18 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5778]
ENSG00000254202,,novel transcript
ENSG00000254205,,novel transcript
ENSG00000254220,IGKV2D-18,immunoglobulin kappa variable 2D-18 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5794]
ENSG00000254338,MAFA-AS1,MAFA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51203]
ENSG00000254367,,novel transcript
ENSG00000254404,,novel transcript
ENSG00000254416,LINC02732,long intergenic non-protein coding RNA 2732 [Source:HGNC Symbol;Acc:HGNC:54249]
ENSG00000254417,LINC02584,long intergenic non-protein coding RNA 2584 [Source:HGNC Symbol;Acc:HGNC:33275]
